entrez	symbol	pubmed_id	type	primary_site	cancer_type	method
25925	ZNF521	21804550	WES	blood	diffuse_large_B-cell_lymphoma	Paper-specific
25925	ZNF521	22941188	WES	lung	small_cell_lung_cancer	MuSiC
25937	WWTR1	14993899	"Known Cancer"	multiple	-	-
25939	SAMHD1	23415222	WES	blood	chronic_lymphocytic_leukemia	MutSig
25939	SAMHD1	26466571	WES	blood	chronic_lymphocytic_leukemia	MutSig
25942	SIN3A	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
25942	SIN3A	23636398	WES	uterus	endometrial_cancer	MuSiC
25942	SIN3A	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
25942	SIN3A	27348297	WES	uterus	endometrial_cancer	MutSig
25942	SIN3A	24132290	WES	multiple	pan-cancer_adult	MuSiC
25953	PNKD	25401301	WES	kidney	non-clear_cell_renal_cancer	Wood-based
25978	CHMP2B	21499247	WES	skin	melanoma	Paper-specific
25981	DNAH1	27236916	"WES-gene panel"	thyroid	papillary_thyroid_cancer	Recurrence-based
25988	HINFP	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
25992	SNED1	27236916	"WES-gene panel"	thyroid	papillary_thyroid_cancer	Recurrence-based
26005	C2CD3	27325650	WES	penis	penile_squamous_cancer	"IntOGen, Literature-based"
26018	LRIG1	25501392	WES	multiple	pan-cancer_adult	HOTNET2
26038	CHD5	26121086	WES	brain	neuroblastoma	Recurrence-based
26038	CHD5	26625313	WES	bladder	bladder_cancer	MutSig
26039	SS18L1	14993899	"Known Cancer"	multiple	-	-
26040	SETBP1	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
26040	SETBP1	14993899	"Known Cancer"	multiple	-	-
26040	SETBP1	24132290	WES	multiple	pan-cancer_adult	MuSiC
26040	SETBP1	26648538	"WGS-Gene panel"	blood	chronic_myelomonocytic_leukemia	Recurrence-based
26040	SETBP1	23222956	WES	blood	chronic_myeloid_leukemia	Recurrence-based
26040	SETBP1	27313181	WES	stomach	mucinous_gastric_cancer	Recurrence-based
26040	SETBP1	26457647	"WES-gene panel"	blood	juvenile_myelomonocytic_leukemia	"Paper-specific, Literature-based"
26040	SETBP1	23539594	"Known Cancer"	multiple	-	-
26047	CNTNAP2	14993899	"Known Cancer"	multiple	-	-
26047	CNTNAP2	22941189	WES	lung	small_cell_lung_cancer	Wood-based
26047	CNTNAP2	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
26047	CNTNAP2	28551381	"WES-gene panel"	colorectal	colorectal_adenocarcinoma	Recurrence-based
26047	CNTNAP2	22156295	WES	pancreas	pancreatic_ductal_adenocarcinoma	Recurrence-based
26050	SLITRK5	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
26050	SLITRK5	26806338	"WES-gene panel"	small_intestine	ampullary_adenocarcinoma	Recurrence-based
26057	ANKRD17	25501392	WES	multiple	pan-cancer_adult	HOTNET2
26058	GIGYF2	23636398	WES	uterus	endometrial_cancer	MuSiC
26058	GIGYF2	22156295	WES	pancreas	pancreatic_ductal_adenocarcinoma	Recurrence-based
26065	LSM14A	14993899	"Known Cancer"	multiple	-	-
26083	TBC1D29	26941397	WES	thyroid	papillary_thyroid_cancer	MutSig
26137	ZBTB20	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
26137	ZBTB20	26061751	WES	brain	low_grade_glioma	MutSig
26137	ZBTB20	26824661	WGS-WES	brain	pan-glioma	MutSig
26149	ZNF658	26790612	WES	head_and_neck	squamous_head_and_neck_cancer	MuSiC
26191	PTPN22	23000897	WES	breast	breast_cancer	MuSiC
26245	OR2M4	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
26278	SACS	24390350	WES	multiple	pan-cancer_adult	MutSig
26278	SACS	28551381	"WES-gene panel"	colorectal	colorectal_adenocarcinoma	Recurrence-based
26338	OR5L2	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
26353	HSPB8	28452984	WES	blood	chronic_myeloid_leukemia	"Recurrence-based, Literature-based"
26503	SLC17A5	21499247	WES	skin	melanoma	Paper-specific
26511	CHIC2	14993899	"Known Cancer"	multiple	-	-
26524	LATS2	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
26524	LATS2	26950094	"WES-gene panel"	skin	skin_basal_cell_carcinoma	"MutSig, TumOnc"
26528	DAZAP1	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
26762	HAVCR1	28249600	WES	blood	acute_myeloid_leukemia	MutSig
26953	RANBP6	23143597	WES	blood	Burkitt&#39;s_lymphoma	Recurrence-based
26960	NBEA	26909576	WGS	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"
26960	NBEA	14993899	"Known Cancer"	multiple	-	-
26986	PABPC1	14993899	"Known Cancer"	multiple	-	-
26986	PABPC1	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
26986	PABPC1	27058444	WGS-WES	esophagus	esophageal_squamous_carcinoma	MutSig
26986	PABPC1	25855536	WES	pancreas	pancreatic_ductal_adenocarcinoma	MutSig
27030	MLH3	25576899	"WES-gene panel"	thyroid	anaplastic_thyroid_carcinoma	"Recurrence-based, Literature-based"
27044	SND1	14993899	"Known Cancer"	multiple	-	-
27086	FOXP1	14993899	"Known Cancer"	multiple	-	-
27086	FOXP1	27135926	WGS	breast	breast_cancer	Paper-specific
27086	FOXP1	27161491	"Gene panel"	breast	breast_cancer	Recurrence-based
27102	EIF2AK1	25501392	WES	multiple	pan-cancer_adult	HOTNET2
27115	PDE7B	26437031	"WGS-WES-Gene panel"	blood	T-cell_leukemia/lymphoma	MutSig
27125	AFF4	14993899	"Known Cancer"	multiple	-	-
27127	SMC1B	24121791	WES	bladder	bladder_cancer	Recurrence-based
27154	BRPF3	24185513	WES	hepatobiliary	cholangiocarcinoma	Recurrence-based
27156	RSPH14	26998897	WES	small_intestine	duodenal_adenocarcinoma	MutSig
27164	SALL3	23143597	WES	blood	Burkitt&#39;s_lymphoma	Recurrence-based
27179	IL36A	26343386	"WGS-WES-Gene panel"	skin	desmoplastic_melanoma	"Recurrence-based, Literature-based"
27181	SIGLEC8	24120142	WES	brain	glioblastoma	"InVEx, MutSig"
27231	NMRK2	21499247	WES	skin	melanoma	Paper-specific
27253	PCDH17	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
27255	CNTN6	26790612	WES	head_and_neck	squamous_head_and_neck_cancer	MuSiC
27284	SULT1B1	24120142	WES	brain	glioblastoma	"InVEx, MutSig"
27315	PGAP2	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
27316	RBMX	23636398	WES	uterus	endometrial_cancer	MuSiC
27316	RBMX	26451490	WES	breast	breast_cancer	MutSig
27327	TNRC6A	28352668	"WES-gene panel"	parathyroid_gland	parathyroid_carcinoma	"Recurrence-based, Literature-based"
27328	PCDH11X	22510280	WES	lung	non-small_cell_lung_cancer	"Literature-based, Paper-specific"
27328	PCDH11X	28479318	"WES-gene panel"	blood	cutaneous_DLBCL	MuSiC
27328	PCDH11X	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
27332	ZNF638	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
27332	ZNF638	26437031	"WGS-WES-Gene panel"	blood	T-cell_leukemia/lymphoma	MutSig
27340	UTP20	22156295	WES	pancreas	pancreatic_ductal_adenocarcinoma	Recurrence-based
27436	EML4	14993899	"Known Cancer"	multiple	-	-
27445	PCLO	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
27445	PCLO	26608593	WES	blood	diffuse_large_B-cell_lymphoma	MuSiC
27445	PCLO	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
27445	PCLO	26437033	"WES-gene panel"	breast	breast_fibroepithelial_tumours	Recurrence-based
27445	PCLO	28551381	"WES-gene panel"	colorectal	colorectal_adenocarcinoma	Recurrence-based
28513	CDH19	23636398	WES	uterus	endometrial_cancer	MuSiC
28514	DLL1	25501392	WES	multiple	pan-cancer_adult	HOTNET2
29028	ATAD2	26451490	WES	breast	breast_cancer	MutSig
29072	SETD2	26909576	WGS	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"
29072	SETD2	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
29072	SETD2	24633157	"WGS-WES-Gene panel"	soft_tissue	angiosarcoma	Greenman-based
29072	SETD2	26928227	"WGS-WES-Gene panel"	pleura	malignant_pleural_mesothelioma	MuSiC
29072	SETD2	27158780	WES	lung	lung_cancer_(all_histologies)	MutSig
29072	SETD2	23792563	WES	kidney	clear_cell_renal_cancer	MutSig
29072	SETD2	25079552	WES	lung	lung_adenocarcinoma	MutSig
29072	SETD2	26824661	WGS-WES	brain	pan-glioma	MutSig
29072	SETD2	26947078	WES	kidney	renal_cancer_(all_histologies)	"MutSig, Literature-based"
29072	SETD2	20054297	"Gene panel"	kidney	clear_cell_renal_cancer	Greenman-based
29072	SETD2	25401301	WES	kidney	non-clear_cell_renal_cancer	Wood-based
29072	SETD2	24705250	WES	brain	astrocytoma	Recurrence-based
29072	SETD2	14993899	"Known Cancer"	multiple	-	-
29072	SETD2	22397650	WES	kidney	clear_cell_renal_cancer	Literature-based
29072	SETD2	24487277	WES	kidney	clear_cell_renal_cancer	Literature-based
29072	SETD2	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
29072	SETD2	22138691	WES	kidney	clear_cell_renal_cancer	Wood-based
29072	SETD2	22980975	WES	lung	lung_adenocarcinoma	InVEx
29072	SETD2	27687306	WES	lung	lung_adenocarcinoma	InVEx
29072	SETD2	24132290	WES	multiple	pan-cancer_adult	MuSiC
29072	SETD2	26437031	"WGS-WES-Gene panel"	blood	T-cell_leukemia/lymphoma	MutSig
29072	SETD2	25790038	WGS-WES	kidney	papillary_renal_cell_carcinoma	"MutSig, IntOGen"
29072	SETD2	25576899	"WES-gene panel"	thyroid	anaplastic_thyroid_carcinoma	"Recurrence-based, Literature-based"
29072	SETD2	24390350	WES	multiple	pan-cancer_adult	MutSig
29072	SETD2	25501392	WES	multiple	pan-cancer_adult	HOTNET2
29072	SETD2	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
29072	SETD2	27135926	WGS	breast	breast_cancer	Paper-specific
29072	SETD2	25351205	WGS-WES	kidney	clear_cell_renal_cancer	MuSiC
29072	SETD2	22722201	WES	breast	breast_cancer	Greenman-based
29072	SETD2	26437033	"WES-gene panel"	breast	breast_fibroepithelial_tumours	Recurrence-based
29072	SETD2	26536169	WES	kidney	papillary_renal_cell_carcinoma	MutSig
29072	SETD2	23539594	"Known Cancer"	multiple	-	-
29072	SETD2	26099045	WGS	breast	breast_cancer	"Recurrence-based, Literature-based"
29072	SETD2	22237106	WGS	blood	acute_lymphoblastic_leukemia	Recurrence-based
29072	SETD2	25301631	WES	lung	lung_adenocarcinoma	Literature-based
29074	MRPL18	28249600	WES	blood	acute_myeloid_leukemia	MutSig
29086	BABAM1	19657110	WGS	blood	acute_myeloid_leukemia	Paper-specific
29102	DROSHA	14993899	"Known Cancer"	multiple	-	-
29102	DROSHA	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
29102	DROSHA	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
29109	FHOD1	26824661	WGS-WES	brain	pan-glioma	MutSig
29110	TBK1	26939876	"Gene panel"	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"
29117	BRD7	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
29117	BRD7	27064257	WGS	hepatobiliary	pan-liver	Paper-specific
29117	BRD7	25362482	WES	hepatobiliary	hepatocellular_carcinoma	MutSig
29118	DDX25	26192917	"WES-gene panel"	blood	natural_killer/T_cell_lymphoma	MuSiC
29119	CTNNA3	22510280	WES	lung	non-small_cell_lung_cancer	"Literature-based, Paper-specific"
29126	CD274	14993899	"Known Cancer"	multiple	-	-
29761	USP25	22634756	WGS	hepatobiliary	hepatocellular_carcinoma	Paper-specific
29775	CARD10	22156295	WES	pancreas	pancreatic_ductal_adenocarcinoma	Recurrence-based
29781	NCAPH2	25501392	WES	multiple	pan-cancer_adult	HOTNET2
29844	TFPT	14993899	"Known Cancer"	multiple	-	-
29930	PCDHB1	26648538	"WGS-Gene panel"	blood	chronic_myelomonocytic_leukemia	Recurrence-based
29940	DSE	22922871	WES	hepatobiliary	hepatocellular_carcinoma	Paper-specific
29953	TRHDE	27687306	WES	lung	lung_adenocarcinoma	InVEx
29974	A1CF	14993899	"Known Cancer"	multiple	-	-
29993	PACSIN1	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
29994	BAZ2B	22634756	WGS	hepatobiliary	hepatocellular_carcinoma	Paper-specific
29994	BAZ2B	27687306	WES	lung	lung_adenocarcinoma	InVEx
29995	LMCD1	26192917	"WES-gene panel"	blood	natural_killer/T_cell_lymphoma	MuSiC
29998	BICRA	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
30012	TLX3	14993899	"Known Cancer"	multiple	-	-
30012	TLX3	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
30835	CD209	14993899	"Known Cancer"	multiple	-	-
30849	PIK3R4	24121792	WES	bladder	bladder_cancer	Wood-based
30849	PIK3R4	26258847	"WES-gene panel"	blood	cutaneous_T_cell_lymphoma	Recurrence-based
49855	SCAPER	25501392	WES	multiple	pan-cancer_adult	HOTNET2
50509	COL5A3	24390350	WES	multiple	pan-cancer_adult	MutSig
50515	CHST11	14993899	"Known Cancer"	multiple	-	-
50615	IL21R	14993899	"Known Cancer"	multiple	-	-
50853	VILL	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
50854	C6orf48	25609015	WES	testis	testicular_germ_cell_cancer	MutSig
50937	CDON	25501392	WES	multiple	pan-cancer_adult	HOTNET2
50939	IMPG2	19657110	WGS	blood	acute_myeloid_leukemia	Paper-specific
50944	SHANK1	22138691	WES	kidney	clear_cell_renal_cancer	Wood-based
50945	TBX22	20668451	"Gene panel"	lung	lung_cancer_(all_histologies)	Wood-based
51043	ZBTB7B	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
51043	ZBTB7B	28292439	WES	uterus	uterine_carcinosarcoma	MutSig
51043	ZBTB7B	28988769	WES	bladder	bladder_cancer	MutSig
51059	FAM135B	23636398	WES	uterus	endometrial_cancer	MuSiC
51059	FAM135B	14993899	"Known Cancer"	multiple	-	-
51059	FAM135B	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
51085	MLXIPL	27236916	"WES-gene panel"	thyroid	papillary_thyroid_cancer	Recurrence-based
51088	KLHL5	27158780	WES	lung	lung_cancer_(all_histologies)	MutSig
51119	SBDS	14993899	"Known Cancer"	multiple	-	-
51134	CEP83	22156295	WES	pancreas	pancreatic_ductal_adenocarcinoma	Recurrence-based
51135	IRAK4	28531216	WGS	esophagus	esophageal_adenocarcinoma	Pathscan
51135	IRAK4	20668451	"Gene panel"	breast	breast_cancer	Wood-based
51163	DBR1	22484628	WES	stomach	gastric_adenocarcinoma	Recurrence-based
51176	LEF1	14993899	"Known Cancer"	multiple	-	-
51176	LEF1	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
51196	PLCE1	25501392	WES	multiple	pan-cancer_adult	HOTNET2
51199	NIN	14993899	"Known Cancer"	multiple	-	-
51199	NIN	25855536	WES	pancreas	pancreatic_ductal_adenocarcinoma	MutSig
51225	ABI3	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
51259	TMEM216	26091043	WES	skin	melanoma	"InVEx, MutSig"
51284	TLR7	28531216	WGS	esophagus	esophageal_adenocarcinoma	Pathscan
51289	RXFP3	21798897	WES	head_and_neck	squamous_head_and_neck_cancer	Recurrence-based
51322	WAC	22237025	WGS	blood	acute_myeloid_leukemia	Recurrence-based
51322	WAC	25501392	WES	multiple	pan-cancer_adult	HOTNET2
51322	WAC	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
51332	SPTBN5	27236916	"WES-gene panel"	thyroid	papillary_thyroid_cancer	Recurrence-based
51340	CRNKL1	14993899	"Known Cancer"	multiple	-	-
51341	ZBTB7A	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
51364	ZMYND10	18948947	"Gene panel"	lung	lung_adenocarcinoma	MuSiC
51366	UBR5	14993899	"Known Cancer"	multiple	-	-
51375	SNX7	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
51377	UCHL5	28452984	WES	blood	chronic_myeloid_leukemia	"Recurrence-based, Literature-based"
51412	ACTL6B	26451490	WES	breast	breast_cancer	MutSig
51428	DDX41	22237025	WGS	blood	acute_myeloid_leukemia	Recurrence-based
51438	MAGEC2	28256603	"WES plus targeted deep resequencing"	head_and_neck	nasopharyngeal_carcinoma	"Literature-based, Paper-specific"
51438	MAGEC2	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
51438	MAGEC2	28551381	"WES-gene panel"	colorectal	colorectal_adenocarcinoma	Recurrence-based
51441	YTHDF2	26437031	"WGS-WES-Gene panel"	blood	T-cell_leukemia/lymphoma	MutSig
51501	HIKESHI	25730765	WGS	blood	acute_lymphocytic_leukemia	Recurrence-based
51517	NCKIPSD	14993899	"Known Cancer"	multiple	-	-
51564	HDAC7	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
51582	AZIN1	28622513	WES	hepatobiliary	hepatocellular_carcinoma	"MutSig, Recurrence-based"
51592	TRIM33	14993899	"Known Cancer"	multiple	-	-
51593	SRRT	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
51602	NOP58	26790612	WES	head_and_neck	squamous_head_and_neck_cancer	MuSiC
51604	PIGT	27325650	WES	penis	penile_squamous_cancer	"IntOGen, Literature-based"
51684	SUFU	26950094	"WES-gene panel"	skin	skin_basal_cell_carcinoma	"MutSig, TumOnc"
51684	SUFU	14993899	"Known Cancer"	multiple	-	-
51684	SUFU	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
51755	CDK12	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
51755	CDK12	21720365	WES	ovary	ovarian_cancer	"MutSig, MuSiC"
51755	CDK12	14993899	"Known Cancer"	multiple	-	-
51755	CDK12	22722839	WES	prostate	prostate_cancer	Paper-specific
51755	CDK12	24132290	WES	multiple	pan-cancer_adult	MuSiC
51755	CDK12	24390350	WES	multiple	pan-cancer_adult	MutSig
51755	CDK12	26000489	WES	prostate	prostate_cancer	MutSig
51765	STK26	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
53335	BCL11A	14993899	"Known Cancer"	multiple	-	-
53353	LRP1B	18948947	"Gene panel"	lung	lung_adenocarcinoma	MuSiC
53353	LRP1B	14993899	"Known Cancer"	multiple	-	-
53353	LRP1B	22138691	WES	kidney	clear_cell_renal_cancer	Wood-based
53353	LRP1B	22327622	"Gene panel"	colorectal	colorectal_adenocarcinoma	Recurrence-based
53353	LRP1B	22327622	"Gene panel"	lung	non-small_cell_lung_cancer	Recurrence-based
53353	LRP1B	26608593	WES	blood	diffuse_large_B-cell_lymphoma	MuSiC
53353	LRP1B	22197931	WES	skin	melanoma	Recurrence-based
53353	LRP1B	27058444	WGS-WES	esophagus	esophageal_squamous_carcinoma	MutSig
53353	LRP1B	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
53353	LRP1B	28551381	"WES-gene panel"	colorectal	colorectal_adenocarcinoma	Recurrence-based
53353	LRP1B	22484628	WES	stomach	gastric_adenocarcinoma	Recurrence-based
53616	ADAM22	27058444	WGS-WES	esophagus	esophageal_squamous_carcinoma	MutSig
53942	CNTN5	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
54084	TSPEAR	18772396	WES	brain	glioblastoma	Wood-based
54106	TLR9	28531216	WGS	esophagus	esophageal_adenocarcinoma	Pathscan
54206	ERRFI1	22634756	WGS	hepatobiliary	hepatocellular_carcinoma	Paper-specific
54434	SSH1	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
54437	SEMA5B	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
54439	RBM27	18772396	WES	brain	glioblastoma	Wood-based
54460	MRPS21	25609015	WES	testis	testicular_germ_cell_cancer	MutSig
54464	XRN1	26168399	WGS	lung	small_cell_lung_cancer	Paper-specific
54480	CHPF2	26192917	"WES-gene panel"	blood	natural_killer/T_cell_lymphoma	MuSiC
54487	DGCR8	14993899	"Known Cancer"	multiple	-	-
54487	DGCR8	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
54487	DGCR8	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
54510	PCDH18	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
54549	SDK2	26909576	WGS	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"
54617	INO80	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
54674	LRRN3	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
54674	LRRN3	28064239	WES	blood	follicular_lymphoma	MuSiC
54681	P4HTM	25501392	WES	multiple	pan-cancer_adult	HOTNET2
54738	FEV	14993899	"Known Cancer"	multiple	-	-
54758	KLHDC4	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
54768	HYDIN	27058444	WGS-WES	esophagus	esophageal_squamous_carcinoma	MutSig
54768	HYDIN	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
54768	HYDIN	28551381	"WES-gene panel"	colorectal	colorectal_adenocarcinoma	Recurrence-based
54778	RNF111	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
54790	TET2	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
54790	TET2	23634996	WGS-WES	blood	acute_myeloid_leukemia	MuSiC
54790	TET2	22976956	"Gene panel"	blood	acute_myeloid_leukemia	Recurrence-based
54790	TET2	14993899	"Known Cancer"	multiple	-	-
54790	TET2	24132290	WES	multiple	pan-cancer_adult	MuSiC
54790	TET2	26437031	"WGS-WES-Gene panel"	blood	T-cell_leukemia/lymphoma	MutSig
54790	TET2	24390350	WES	multiple	pan-cancer_adult	MutSig
54790	TET2	24952746	WES	head_and_neck	nasopharyngeal_carcinoma	MutSig
54790	TET2	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
54790	TET2	27063598	"WES-gene panel"	blood	acute_promyelocytic_leukemia	Recurrence-based
54790	TET2	26648538	"WGS-Gene panel"	blood	chronic_myelomonocytic_leukemia	Recurrence-based
54790	TET2	26908133	WGS-WES	blood	chronic_myelomonocytic_leukemia	DrGap
54790	TET2	26574607	WGS	blood	T-cell_leukemia/lymphoma	Recurrence-based
54790	TET2	24325359	WES	blood	myeloproliferative_neoplasm	Paper-specific
54790	TET2	27135926	WGS	breast	breast_cancer	Paper-specific
54790	TET2	24413734	WES	blood	peripheral_T-cell_lymphoma	Recurrence-based
54790	TET2	24413737	WES	blood	angioimmunoblastic_T-cell_lymphoma	Recurrence-based
54790	TET2	28452984	WES	blood	chronic_myeloid_leukemia	"Recurrence-based, Literature-based"
54790	TET2	23539594	"Known Cancer"	multiple	-	-
54790	TET2	22817890	WGS	blood	acute_myeloid_leukemia	Recurrence-based
54790	TET2	21909114	WES	blood	myelodysplasia	Recurrence-based
54796	BNC2	25079317	WES	stomach	gastric_adenocarcinoma	MutSig
54806	AHI1	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
54825	CDHR2	18987736	WGS	blood	acute_myeloid_leukemia	Literature-based
54855	FAM46C	21430775	WGS-WES	blood	multiple_myeloma	MutSig
54855	FAM46C	14993899	"Known Cancer"	multiple	-	-
54855	FAM46C	24390350	WES	multiple	pan-cancer_adult	MutSig
54861	SNRK	28296713	WES	skin	mucosal_melanoma	Recurrence-based
54861	SNRK	25501392	WES	multiple	pan-cancer_adult	HOTNET2
54862	CC2D1A	28256603	"WES plus targeted deep resequencing"	head_and_neck	nasopharyngeal_carcinoma	"Literature-based, Paper-specific"
54865	GPATCH4	28622513	WES	hepatobiliary	hepatocellular_carcinoma	"MutSig, Recurrence-based"
54875	CNTLN	27325650	WES	penis	penile_squamous_cancer	"IntOGen, Literature-based"
54880	BCOR	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
54880	BCOR	23636398	WES	uterus	endometrial_cancer	MuSiC
54880	BCOR	25079317	WES	stomach	gastric_adenocarcinoma	MutSig
54880	BCOR	26824661	WGS-WES	brain	pan-glioma	MutSig
54880	BCOR	14993899	"Known Cancer"	multiple	-	-
54880	BCOR	27348297	WES	uterus	endometrial_cancer	MutSig
54880	BCOR	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
54880	BCOR	27126562	WES	retina	retinoblastoma	"MutSig, Recurrence-based"
54880	BCOR	23415222	WES	blood	chronic_lymphocytic_leukemia	MutSig
54880	BCOR	26466571	WES	blood	chronic_lymphocytic_leukemia	MutSig
54880	BCOR	24390350	WES	multiple	pan-cancer_adult	MutSig
54880	BCOR	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
54880	BCOR	26908133	WGS-WES	blood	chronic_myelomonocytic_leukemia	DrGap
54880	BCOR	27135926	WGS	breast	breast_cancer	Paper-specific
54880	BCOR	22820256	WES	brain	medulloblastoma	MutSig
54880	BCOR	27313181	WES	stomach	mucinous_gastric_cancer	Recurrence-based
54880	BCOR	26437033	"WES-gene panel"	breast	breast_fibroepithelial_tumours	Recurrence-based
54880	BCOR	23539594	"Known Cancer"	multiple	-	-
54880	BCOR	24705251	WGS-WES	brain	paediatric_high-grade_glioma	Recurrence-based
54880	BCOR	21909114	WES	blood	myelodysplasia	Recurrence-based
54892	NCAPG2	25501392	WES	multiple	pan-cancer_adult	HOTNET2
54894	RNF43	26909576	WGS	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"
54894	RNF43	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
54894	RNF43	25079317	WES	stomach	gastric_adenocarcinoma	MutSig
54894	RNF43	14993899	"Known Cancer"	multiple	-	-
54894	RNF43	25344691	WES	colorectal	colorectal_adenocarcinoma	Recurrence-based
54894	RNF43	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
54894	RNF43	27348297	WES	uterus	endometrial_cancer	MutSig
54894	RNF43	22561520	WES	hepatobiliary	cholangiocarcinoma	Recurrence-based
54894	RNF43	26000489	WES	prostate	prostate_cancer	MutSig
54894	RNF43	28810144	"WES plus targeted deep resequencing"	pancreas	pancreatic_ductal_adenocarcinoma	MutSig
54894	RNF43	23539594	"Known Cancer"	multiple	-	-
54894	RNF43	24816253	WGS	stomach	gastric_adenocarcinoma	Youn-based
54894	RNF43	25855536	WES	pancreas	pancreatic_ductal_adenocarcinoma	MutSig
54894	RNF43	22158988	WES	pancreas	pancreatic_neoplastic_cysts	Recurrence-based
54894	RNF43	26806338	"WES-gene panel"	small_intestine	ampullary_adenocarcinoma	Recurrence-based
54897	CASZ1	26451490	WES	breast	breast_cancer	MutSig
54904	NSD3	14993899	"Known Cancer"	multiple	-	-
54919	DNAAF5	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
54949	SDHAF2	14993899	"Known Cancer"	multiple	-	-
54959	ODAM	24390350	WES	multiple	pan-cancer_adult	MutSig
54961	SSH3	28988769	WES	bladder	bladder_cancer	MutSig
54989	ZNF770	23636398	WES	uterus	endometrial_cancer	MuSiC
